path,width,height,category,status,rule
assets/minecraft/textures/block/pearlescent_froglight_side_s.png,16,16,pbr_map,below_512,512-block-item
assets/minecraft/textures/block/hopper_inside_s.png,16,16,pbr_map,below_512,512-block-item
assets/minecraft/textures/block/dark_oak_door_bottom_s.png,16,16,pbr_map,below_512,512-block-item
assets/minecraft/textures/block/bricks_s.png,16,16,pbr_map,below_512,512-block-item
assets/minecraft/textures/block/flowering_azalea_leaves_s.png,16,16,pbr_map,below_512,512-block-item
assets/minecraft/textures/block/end_portal_frame_top.png,16,16,base,below_512,512-block-item
assets/minecraft/textures/block/stonecutter_side.png,16,16,base,below_512,512-block-item
assets/minecraft/textures/block/loom_front_n.png,16,16,pbr_map,below_512,512-block-item
assets/minecraft/textures/block/warped_stem_top_n.png,16,16,pbr_map,below_512,512-block-item
assets/minecraft/textures/block/reinforced_deepslate_side_s.png,16,16,pbr_map,below_512,512-block-item
assets/minecraft/textures/block/mangrove_leaves.png,16,16,base,below_512,512-block-item
assets/minecraft/textures/block/campfire_log.png,16,16,base,below_512,512-block-item
assets/minecraft/textures/block/raw_copper_block.png,16,16,base,below_512,512-block-item
assets/minecraft/textures/block/honey_block_top_n.png,16,16,pbr_map,below_512,512-block-item
assets/minecraft/textures/block/redstone_lamp_on_n.png,16,16,pbr_map,below_512,512-block-item
assets/minecraft/textures/block/smooth_stone.png,16,16,base,below_512,512-block-item
assets/minecraft/textures/block/spruce_log_top.png,16,16,base,below_512,512-block-item
assets/minecraft/textures/block/end_portal_frame_side_s.png,16,16,pbr_map,below_512,512-block-item
assets/minecraft/textures/block/polished_blackstone_s.png,16,16,pbr_map,below_512,512-block-item
assets/minecraft/textures/block/enchanting_table_side.png,16,16,base,below_512,512-block-item
